steps,time,reward,delta,converged
1,0.0004710000000045511,249.6,100.0,False
2,0.00043700000000512773,525.9599999999999,60.0,False
3,0.0004349999999959664,822.6720000000001,36.0,False
4,0.00043700000000512773,1079.2368,21.6,False
5,0.00043500000001017725,1280.2982399999994,12.960000000000008,False
6,0.00043099999999185457,1429.2086399999998,7.7760000000000105,False
7,0.00043999999999755346,1535.5190016,4.665600000000012,False
8,0.0004330000000010159,1609.48369152,2.799360000000007,False
9,0.0004299999999943793,1659.9695892479995,1.67961600000001,False
10,0.0005029999999948132,1693.9253781503996,1.0077696000000067,False
11,0.00043999999999755346,1716.4974016511999,0.6046617600000026,False
12,0.0004349999999959664,1731.35756906496,0.3627970560000051,False
13,0.00045200000000988894,1740.7155563274234,0.2176782336000045,False
14,0.0004310000000060654,1746.4622616944635,0.13060694016000696,False
15,0.000438000000002603,1749.9102849146875,0.07836416409600133,False
16,0.00046899999999538977,1751.979098846822,0.04701849845761785,False
17,0.0004299999999943793,1753.2203872061027,0.02821109907456787,False
18,0.00043700000000512773,1753.965160221671,0.016926659444749248,False
19,0.00043200000000354066,1754.4120240310126,0.010155995666849549,False
20,0.00047500000000866294,1754.6801423166169,0.006093597400109729,False
21,0.0005249999999961119,1754.8410132879794,0.0036561584400658376,False
22,0.00044300000000419004,1754.937535870798,0.002193695064043766,False
23,0.0005859999999984211,1754.9954494204878,0.001316217038425549,False
24,0.00047800000000108867,1755.0301975503023,0.0007897302230617242,False
25,0.0004369999999909169,1755.0510464281906,0.0004738381338427189,False
26,0.0005979999999965457,1755.0635557549242,0.0002843028803098946,False
27,0.0006100000000088812,1755.0710613509636,0.00017058172818806838,False
28,0.000649999999993156,1755.0755647085878,0.00010234903692207808,False
29,0.000461000000001377,1755.0782667231626,6.140942215893119e-05,False
30,0.0005139999999954625,1755.079887931907,3.684565329820089e-05,False
31,0.00045399999999062857,1755.080860657154,2.2107391977499447e-05,False
32,0.0005489999999923612,1755.0814442923024,1.3264435185789125e-05,False
33,0.0005179999999995744,1755.0817944733908,7.958661115026189e-06,True
